,ID,HHID,SEX,AGE,REGULAR,EDU,WAGE,MARRIAGE,STATUS,FULLTIME,YEAR,SPWK,SPWT,CHILDREN
36102,10038604,110011,1,27,1.0,12.0,100.0,0.0,10,50.0,13,0,0.0,0
36103,10039001,100390,0,69,0.0,6.0,20.0,0.0,10,12.0,13,0,0.0,0
36105,10040301,100403,0,36,1.0,16.0,320.0,1.0,10,55.0,13,1,40.0,2
36106,10040302,100403,1,36,0.0,14.0,147.0,1.0,20,40.0,13,1,55.0,2
36107,10040501,100405,0,43,1.0,12.0,143.0,0.0,10,74.0,13,0,0.0,2
36110,10040901,100409,0,45,1.0,14.0,250.0,1.0,10,40.0,13,0,0.0,2
36112,10041301,100413,1,55,0.0,6.0,130.0,1.0,20,60.0,13,1,50.0,0
36113,10041302,100413,0,55,0.0,9.0,140.0,1.0,10,50.0,13,1,60.0,0
36115,10042002,100420,1,64,0.0,12.0,80.0,1.0,20,60.0,13,0,0.0,0
36116,10042701,100427,0,52,1.0,12.0,150.0,1.0,10,48.0,13,0,0.0,0
36117,10043001,100430,1,78,0.0,9.0,20.0,0.0,10,12.0,13,0,0.0,0
36118,10043201,100432,1,47,1.0,12.0,160.0,0.0,10,57.0,13,0,0.0,0
36119,10043302,100433,1,33,0.0,14.0,140.0,1.0,20,66.0,13,0,0.0,3
36120,10043501,100435,0,69,1.0,9.0,55.0,1.0,10,67.0,13,0,0.0,0
36121,10043503,110012,0,43,1.0,16.0,370.0,1.0,10,57.0,13,1,42.0,2
36122,10043504,110012,1,43,1.0,16.0,200.0,1.0,20,42.0,13,1,57.0,2
36123,10043601,100436,0,45,0.0,9.0,250.0,1.0,10,45.0,13,1,44.0,2
36124,10043602,100436,1,44,0.0,12.0,80.0,1.0,20,44.0,13,1,45.0,2
36126,10043901,100439,0,28,1.0,14.0,210.0,0.0,10,44.0,13,0,0.0,0
36127,10044102,100441,1,45,1.0,9.0,60.0,1.0,20,25.0,13,0,0.0,1
36128,10044303,110013,0,37,1.0,21.0,300.0,1.0,10,40.0,13,0,0.0,0
36129,10044801,100448,0,69,0.0,6.0,80.0,1.0,10,48.0,13,0,0.0,0
36132,10045201,100452,0,41,1.0,21.0,200.0,1.0,10,40.0,13,0,0.0,2
36133,10045301,100453,0,39,1.0,18.0,380.0,1.0,10,50.0,13,0,0.0,0
36134,10045401,100454,0,46,1.0,12.0,180.0,1.0,10,105.0,13,0,0.0,3
36135,10045501,100455,0,39,1.0,12.0,230.0,1.0,10,60.0,13,0,0.0,2
36136,10045902,100459,1,49,0.0,12.0,115.0,1.0,20,48.0,13,0,0.0,0
36137,10046201,100462,0,32,1.0,14.0,150.0,1.0,10,60.0,13,0,0.0,3
36138,10046301,100463,0,39,1.0,12.0,200.0,1.0,10,67.0,13,0,0.0,1
36139,10046702,100467,1,41,0.0,12.0,80.0,1.0,20,40.0,13,0,0.0,1
36140,10046801,100468,0,47,1.0,18.0,420.0,1.0,10,44.0,13,1,30.0,2
36141,10046802,100468,1,43,0.0,16.0,70.0,1.0,20,30.0,13,1,44.0,2
36142,10047301,100473,0,33,1.0,12.0,210.0,1.0,10,52.0,13,1,40.0,2
36143,10047302,100473,1,31,0.0,12.0,85.0,1.0,20,40.0,13,1,52.0,2
36147,10047902,100479,1,59,0.0,6.0,150.0,1.0,20,48.0,13,1,,0
36148,10048001,100480,0,42,1.0,12.0,250.0,1.0,10,40.0,13,1,50.0,4
36149,10048002,100480,1,36,0.0,12.0,140.0,1.0,20,50.0,13,1,40.0,4
36151,10049002,100490,1,44,0.0,12.0,120.0,1.0,20,60.0,13,0,0.0,1
36152,10049401,100494,0,34,0.0,14.0,100.0,0.0,10,40.0,13,0,0.0,0
36153,10049601,100496,0,49,1.0,12.0,280.0,1.0,10,70.0,13,1,40.0,1
36154,10049602,100496,1,46,0.0,12.0,80.0,1.0,20,40.0,13,1,70.0,1
36155,10049701,100497,0,40,1.0,12.0,290.0,1.0,10,70.0,13,0,0.0,1
36156,10049801,100498,0,40,1.0,14.0,180.0,1.0,10,40.0,13,1,48.0,2
36157,10049802,100498,1,36,0.0,9.0,85.0,1.0,20,48.0,13,1,40.0,2
36158,10049901,100499,0,45,1.0,12.0,150.0,1.0,10,98.0,13,0,0.0,3
36162,10050502,100505,1,45,0.0,9.0,80.0,1.0,20,54.0,13,1,,2
36163,10050601,100506,0,58,0.0,9.0,150.0,1.0,10,40.0,13,0,0.0,0
36164,10050603,110014,1,30,1.0,16.0,190.0,0.0,10,44.0,13,0,0.0,0
36166,10050901,100509,0,46,1.0,16.0,450.0,1.0,10,40.0,13,0,0.0,2
36167,10051402,100514,1,46,0.0,16.0,150.0,1.0,20,65.0,13,0,0.0,1
36168,10051501,100515,0,32,1.0,16.0,250.0,1.0,10,40.0,13,1,42.0,0
36169,10051502,100515,1,30,1.0,16.0,150.0,1.0,20,42.0,13,1,40.0,0
36170,10051601,100516,0,26,1.0,14.0,100.0,0.0,10,40.0,13,0,0.0,0
36171,10051801,100518,0,57,1.0,12.0,250.0,1.0,10,70.0,13,1,48.0,0
36172,10051802,100518,1,52,0.0,12.0,100.0,1.0,20,48.0,13,1,70.0,0
36173,10052101,100521,0,56,0.0,12.0,200.0,1.0,10,60.0,13,0,0.0,2
36174,10052201,100522,0,63,1.0,6.0,90.0,0.0,10,84.0,13,0,0.0,0
36175,10052401,100524,0,41,1.0,12.0,290.0,1.0,10,100.0,13,1,48.0,2
36176,10052402,100524,1,40,1.0,12.0,200.0,1.0,20,48.0,13,1,100.0,2
36177,10052501,100525,0,47,0.0,12.0,100.0,1.0,10,30.0,13,1,48.0,1
36178,10052502,100525,1,44,0.0,12.0,100.0,1.0,20,48.0,13,1,30.0,1
36179,10052701,100527,1,21,1.0,14.0,131.0,0.0,10,40.0,13,0,0.0,0
36180,10052903,110015,0,28,1.0,16.0,183.0,0.0,10,54.0,13,0,0.0,0
36182,10053301,100533,0,45,1.0,14.0,450.0,1.0,10,40.0,13,1,,1
36184,10053501,100535,1,46,0.0,12.0,40.0,0.0,10,28.0,13,0,0.0,0
36185,10053601,100536,1,36,0.0,12.0,120.0,0.0,10,70.0,13,0,0.0,0
36186,10054202,100542,1,78,0.0,6.0,20.0,0.0,10,12.0,13,0,0.0,0
36187,10054302,100543,1,39,0.0,12.0,120.0,1.0,20,50.0,13,0,0.0,1
36188,10054401,100544,0,51,1.0,12.0,600.0,1.0,10,50.0,13,0,0.0,0
36189,10054501,100545,0,50,1.0,14.0,360.0,1.0,10,45.0,13,1,21.0,1
36190,10054502,100545,1,49,0.0,14.0,115.0,1.0,20,21.0,13,1,45.0,1
36191,10054801,100548,0,55,1.0,12.0,320.0,1.0,10,40.0,13,0,0.0,0
36192,10054901,100549,0,68,0.0,6.0,20.0,0.0,10,24.0,13,0,0.0,0
36193,10055101,100551,0,42,0.0,12.0,200.0,1.0,10,60.0,13,0,0.0,2
36194,10055501,100555,0,46,1.0,9.0,190.0,1.0,10,85.0,13,0,0.0,2
36195,10055601,100556,0,50,1.0,12.0,400.0,1.0,10,40.0,13,0,0.0,0
36198,10056301,100563,0,26,1.0,16.0,210.0,0.0,10,50.0,13,0,0.0,0
36199,10056401,100564,0,65,1.0,6.0,89.0,0.0,10,40.0,13,0,0.0,0
36201,10056701,100567,0,44,1.0,14.0,340.0,1.0,10,60.0,13,0,0.0,3
36202,10056801,100568,0,68,0.0,9.0,180.0,1.0,10,76.0,13,0,0.0,1
36203,10057301,100573,0,43,1.0,16.0,330.0,1.0,10,45.0,13,0,0.0,2
36204,10057502,100575,1,58,0.0,6.0,82.0,1.0,20,40.0,13,0,0.0,0
36206,10057801,100578,0,50,1.0,12.0,160.0,1.0,10,64.0,13,1,55.0,1
36207,10057802,100578,1,49,1.0,12.0,130.0,1.0,20,55.0,13,1,64.0,1
36208,10058202,100582,1,29,0.0,14.0,100.0,1.0,20,40.0,13,0,0.0,2
36209,10059301,100593,0,50,1.0,16.0,447.0,1.0,10,44.0,13,1,44.0,0
36210,10059302,100593,1,50,1.0,18.0,390.0,1.0,20,44.0,13,1,44.0,0
36211,10060001,100600,1,67,0.0,6.0,20.0,0.0,10,20.0,13,0,0.0,0
36212,10060101,100601,1,68,0.0,9.0,100.0,0.0,10,48.0,13,0,0.0,0
36213,10060701,100607,0,25,1.0,16.0,150.0,0.0,10,63.0,13,0,0.0,0
36215,10061001,100610,0,55,0.0,9.0,150.0,1.0,10,48.0,13,1,60.0,2
36216,10061002,100610,1,49,0.0,9.0,100.0,1.0,20,60.0,13,1,48.0,2
36217,10061101,100611,0,25,1.0,14.0,150.0,0.0,10,53.0,13,0,0.0,0
36218,10061201,100612,1,24,1.0,14.0,110.0,0.0,10,55.0,13,0,0.0,0
36219,10061302,100613,1,52,0.0,12.0,150.0,1.0,20,70.0,13,0,0.0,0
36222,10061701,100617,1,38,1.0,12.0,110.0,0.0,10,48.0,13,0,0.0,1
36225,10062101,100621,0,65,0.0,12.0,70.0,1.0,10,40.0,13,0,0.0,0
36226,10062201,100622,0,51,1.0,12.0,420.0,1.0,10,40.0,13,1,40.0,0
36227,10062202,100622,1,47,0.0,12.0,91.0,1.0,20,40.0,13,1,40.0,0
36228,10062301,100623,1,51,0.0,12.0,70.0,0.0,10,60.0,13,0,0.0,0
36229,10062401,100624,1,57,0.0,9.0,150.0,0.0,10,60.0,13,0,0.0,1
36230,10062602,100626,1,47,0.0,9.0,100.0,1.0,20,66.0,13,0,0.0,0
36234,10063101,100631,0,41,1.0,16.0,220.0,1.0,10,50.0,13,0,0.0,2
36236,10063401,100634,0,37,1.0,16.0,240.0,1.0,10,40.0,13,1,40.0,2
36237,10063402,100634,1,33,1.0,16.0,210.0,1.0,20,40.0,13,1,40.0,2
36238,10063502,100635,1,33,1.0,14.0,160.0,1.0,20,45.0,13,0,0.0,1
36242,10064601,100646,0,54,0.0,6.0,120.0,1.0,10,40.0,13,0,0.0,1
36244,10065502,100655,1,49,1.0,9.0,80.0,1.0,20,56.0,13,0,0.0,0
36245,10065701,100657,0,55,0.0,6.0,220.0,1.0,10,48.0,13,0,0.0,0
36246,10065801,100658,0,52,0.0,6.0,50.0,1.0,10,25.0,13,1,24.0,2
36247,10065802,100658,1,46,0.0,16.0,25.0,1.0,20,24.0,13,1,25.0,2
36248,10066002,100660,1,57,0.0,6.0,70.0,1.0,20,42.0,13,0,0.0,0
36251,10066401,100664,0,39,1.0,18.0,500.0,1.0,10,50.0,13,0,0.0,1
36252,10066501,100665,1,35,1.0,14.0,130.0,0.0,10,57.0,13,0,0.0,0
36253,10066601,100666,0,81,0.0,9.0,20.0,0.0,10,16.0,13,0,0.0,0
36255,10067201,100672,0,59,1.0,0.0,150.0,1.0,10,40.0,13,0,0.0,0
36256,10067301,100673,0,45,1.0,12.0,220.0,1.0,10,60.0,13,0,0.0,0
36258,10067701,100677,0,33,1.0,12.0,350.0,0.0,10,43.0,13,0,0.0,0
36259,10067901,100679,0,39,1.0,12.0,218.0,1.0,10,72.0,13,0,0.0,2
36260,10068004,100680,0,43,1.0,14.0,300.0,1.0,10,40.0,13,0,0.0,2
36261,10068301,100683,0,32,1.0,16.0,250.0,1.0,10,40.0,13,0,0.0,1
36262,10068602,100686,1,65,0.0,0.0,50.0,1.0,20,40.0,13,0,0.0,0
36263,10069001,100690,0,78,0.0,6.0,20.0,1.0,10,25.0,13,0,0.0,0
36264,10069101,100691,0,44,0.0,6.0,150.0,1.0,10,40.0,13,0,0.0,0
36265,10069301,100693,1,39,1.0,14.0,230.0,0.0,10,64.0,13,0,0.0,2
36268,10069901,100699,0,53,0.0,12.0,150.0,1.0,10,60.0,13,0,0.0,1
36269,10070602,100706,1,53,0.0,6.0,90.0,1.0,20,50.0,13,0,0.0,0
36270,10070701,100707,0,51,0.0,9.0,220.0,0.0,10,48.0,13,0,0.0,1
36271,10071101,100711,0,47,1.0,12.0,350.0,1.0,10,64.0,13,1,75.0,3
36272,10071102,100711,1,39,1.0,12.0,150.0,1.0,20,75.0,13,1,64.0,3
36274,10071401,100714,0,42,1.0,16.0,300.0,1.0,10,52.0,13,1,,1
36277,10071505,110016,0,31,1.0,16.0,270.0,0.0,10,49.0,13,0,0.0,0
36278,10071601,100716,0,30,1.0,16.0,210.0,1.0,10,46.0,13,0,0.0,0
36279,10071701,100717,0,36,1.0,16.0,300.0,1.0,10,80.0,13,1,43.0,1
36280,10071702,100717,1,31,1.0,14.0,300.0,1.0,20,43.0,13,1,80.0,1
36281,10071801,100718,0,33,1.0,16.0,250.0,0.0,10,44.0,13,0,0.0,0
36282,10072001,100720,1,26,1.0,16.0,120.0,0.0,10,48.0,13,0,0.0,0
36283,10072501,100725,0,48,1.0,9.0,500.0,1.0,10,48.0,13,0,0.0,0
36284,10072601,100726,0,45,0.0,14.0,200.0,1.0,10,78.0,13,0,0.0,1
36285,10072903,110017,0,34,1.0,12.0,250.0,0.0,10,48.0,13,0,0.0,0
36286,10072904,110018,1,29,1.0,12.0,150.0,1.0,20,48.0,13,0,0.0,0
36287,10073001,100730,0,36,1.0,14.0,200.0,1.0,10,48.0,13,0,0.0,2
36288,10073401,100734,0,50,1.0,9.0,200.0,1.0,10,40.0,13,0,0.0,1
36289,10073701,100737,0,37,1.0,18.0,190.0,1.0,10,48.0,13,0,0.0,1
36290,10073802,100738,0,53,1.0,12.0,150.0,1.0,10,70.0,13,0,0.0,1
36292,10074602,100746,0,44,1.0,16.0,400.0,1.0,10,65.0,13,0,0.0,2
36293,10074701,100747,1,31,1.0,16.0,165.0,0.0,10,40.0,13,0,0.0,0
36294,10074802,100748,0,39,1.0,14.0,400.0,1.0,10,48.0,13,0,0.0,2
36295,10074902,100749,0,44,1.0,12.0,250.0,1.0,10,44.0,13,0,0.0,2
36297,10075202,100752,0,34,1.0,16.0,190.0,1.0,10,40.0,13,0,0.0,1
36298,10075801,100758,0,45,1.0,12.0,350.0,1.0,10,45.0,13,0,0.0,2
36300,10076801,100768,0,66,1.0,6.0,150.0,1.0,10,84.0,13,0,0.0,0
36301,10076902,100769,1,46,0.0,12.0,34.0,0.0,10,24.0,13,0,0.0,1
36303,10077401,100774,0,60,0.0,6.0,150.0,0.0,10,50.0,13,0,0.0,0
36304,10077501,100775,0,40,1.0,16.0,350.0,1.0,10,40.0,13,0,0.0,1
36305,10077601,100776,0,36,1.0,18.0,500.0,1.0,10,44.0,13,1,35.0,2
36306,10077602,100776,1,36,1.0,18.0,230.0,1.0,20,35.0,13,1,44.0,2
36307,10077701,100777,0,60,0.0,16.0,100.0,1.0,10,60.0,13,0,0.0,0
36308,10078101,100781,0,43,1.0,16.0,450.0,1.0,10,20.0,13,0,0.0,2
36309,10078501,100785,0,39,1.0,16.0,400.0,1.0,10,40.0,13,0,0.0,2
36311,10079001,100790,0,41,0.0,14.0,330.0,0.0,10,55.0,13,0,0.0,1
36313,10079202,100792,1,48,0.0,12.0,155.0,1.0,20,72.0,13,1,,0
36314,10079401,100794,0,56,0.0,12.0,70.0,0.0,10,40.0,13,0,0.0,0
36315,10079501,100795,1,31,1.0,14.0,200.0,1.0,20,40.0,13,0,0.0,1
36316,10079702,100797,1,68,0.0,9.0,100.0,1.0,20,20.0,13,0,0.0,0
36318,10080101,100801,0,59,0.0,12.0,130.0,1.0,10,40.0,13,0,0.0,0
36319,10080501,100805,0,35,1.0,12.0,250.0,1.0,10,55.0,13,0,0.0,2
36320,10080702,100807,1,54,0.0,6.0,70.0,1.0,20,40.0,13,0,0.0,0
36322,10080901,100809,0,51,1.0,9.0,200.0,1.0,10,45.0,13,0,0.0,0
36323,10081302,100813,1,57,0.0,6.0,100.0,1.0,20,59.0,13,0,0.0,0
36324,10081402,100814,1,45,0.0,12.0,50.0,1.0,20,30.0,13,0,0.0,1
36325,10081701,100817,0,53,1.0,9.0,175.0,1.0,10,40.0,13,0,0.0,0
36327,10081901,100819,0,38,1.0,12.0,200.0,1.0,10,44.0,13,0,0.0,3
36328,10082002,100820,1,28,1.0,14.0,100.0,1.0,20,40.0,13,0,0.0,0
36329,10082102,100821,1,43,0.0,12.0,100.0,1.0,20,49.0,13,0,0.0,0
36330,10082401,100824,1,36,1.0,16.0,200.0,0.0,10,40.0,13,0,0.0,0
36331,10082501,100825,0,30,1.0,16.0,200.0,1.0,10,40.0,13,1,45.0,0
36332,10082502,100825,1,29,1.0,16.0,100.0,1.0,20,45.0,13,1,40.0,0
36335,10082901,100829,0,53,1.0,12.0,272.0,1.0,10,70.0,13,0,0.0,1
36336,10083201,100832,0,41,1.0,12.0,200.0,1.0,10,60.0,13,0,0.0,2
36337,10083401,100834,0,43,1.0,16.0,200.0,0.0,10,85.0,13,0,0.0,2
36338,10083602,100836,1,38,1.0,12.0,144.0,1.0,20,48.0,13,0,0.0,1
36339,10083902,100839,1,36,1.0,12.0,120.0,1.0,20,40.0,13,0,0.0,2
36340,10084001,100840,0,35,1.0,16.0,270.0,1.0,10,60.0,13,0,0.0,1
36341,10084101,100841,0,36,1.0,16.0,300.0,1.0,10,47.0,13,0,0.0,2
36342,10084301,100843,0,49,1.0,12.0,50.0,1.0,10,40.0,13,0,0.0,0
36343,10084401,100844,0,38,1.0,16.0,330.0,1.0,10,50.0,13,0,0.0,2
36344,10084901,100849,0,36,1.0,12.0,300.0,1.0,10,44.0,13,1,40.0,2
36345,10084902,100849,1,35,0.0,12.0,250.0,1.0,20,40.0,13,1,44.0,2
36346,10085002,100850,1,52,0.0,6.0,120.0,0.0,10,48.0,13,0,0.0,0
36347,10085101,100851,0,47,1.0,12.0,360.0,1.0,10,84.0,13,0,0.0,1
36348,10085201,100852,1,32,0.0,12.0,92.0,0.0,10,40.0,13,0,0.0,1
36349,10085701,100857,0,31,1.0,12.0,300.0,1.0,10,72.0,13,0,0.0,2
36350,10085801,100858,0,48,1.0,6.0,200.0,1.0,10,64.0,13,1,54.0,1
36351,10085802,100858,1,46,0.0,9.0,100.0,1.0,20,54.0,13,1,64.0,1
36352,10085901,100859,0,55,1.0,6.0,300.0,1.0,10,55.0,13,1,59.0,0
36353,10085902,100859,1,52,1.0,6.0,150.0,1.0,20,59.0,13,1,55.0,0
36354,10086001,100860,0,43,1.0,14.0,250.0,1.0,10,55.0,13,1,48.0,2
36355,10086002,100860,1,39,1.0,12.0,110.0,1.0,20,48.0,13,1,55.0,2
36356,10086201,100862,0,34,1.0,14.0,200.0,1.0,10,50.0,13,0,0.0,1
36358,10086801,100868,1,48,1.0,12.0,120.0,0.0,10,60.0,13,0,0.0,1
36359,10087201,100872,0,44,1.0,9.0,146.0,1.0,10,48.0,13,1,48.0,2
36360,10087202,100872,1,41,1.0,12.0,85.0,1.0,20,48.0,13,1,48.0,2
36361,10087701,100877,0,32,1.0,12.0,400.0,1.0,10,45.0,13,0,0.0,1
36362,10087901,100879,0,46,1.0,12.0,150.0,1.0,10,60.0,13,0,0.0,3
36364,10088601,100886,1,51,0.0,9.0,70.0,0.0,10,50.0,13,0,0.0,0
36365,10089001,100890,0,51,1.0,12.0,190.0,1.0,10,54.0,13,0,0.0,0
36366,10089302,100893,1,50,1.0,12.0,132.0,1.0,20,48.0,13,0,0.0,0
36367,10089601,100896,0,44,1.0,16.0,110.0,1.0,10,50.0,13,0,0.0,2
36368,10089701,100897,0,33,0.0,14.0,147.0,1.0,10,40.0,13,0,0.0,1
36369,10090002,100900,1,46,1.0,16.0,150.0,1.0,20,45.0,13,0,0.0,2
36370,10090101,100901,1,54,0.0,12.0,115.0,0.0,10,55.0,13,0,0.0,1
36371,10090301,100903,0,56,1.0,6.0,230.0,1.0,10,44.0,13,1,60.0,0
36372,10090302,100903,1,55,1.0,6.0,160.0,1.0,20,60.0,13,1,44.0,0
36373,10090401,100904,0,29,1.0,12.0,205.0,1.0,10,40.0,13,0,0.0,2
36375,10090503,110020,0,29,1.0,16.0,200.0,0.0,10,70.0,13,0,0.0,0
36376,10090701,100907,1,55,0.0,9.0,82.0,0.0,10,40.0,13,0,0.0,0
36377,10091101,100911,0,27,0.0,16.0,100.0,0.0,10,46.0,13,0,0.0,0
36378,10091402,100914,1,42,1.0,12.0,145.0,1.0,20,68.0,13,0,0.0,1
36379,10091501,100915,0,74,0.0,9.0,20.0,1.0,10,12.0,13,0,0.0,0
36380,10091601,100916,0,35,1.0,12.0,263.0,1.0,10,65.0,13,0,0.0,2
36382,10091901,100919,1,45,0.0,12.0,80.0,0.0,10,40.0,13,0,0.0,0
36383,10092002,100920,0,42,1.0,12.0,300.0,1.0,10,50.0,13,0,0.0,2
36384,10092101,100921,0,64,0.0,9.0,100.0,1.0,10,84.0,13,0,0.0,0
36385,10092401,100924,0,54,0.0,12.0,180.0,1.0,10,40.0,13,0,0.0,0
36386,10092601,100926,0,45,1.0,12.0,140.0,1.0,10,68.0,13,0,0.0,1
36387,10092701,100927,0,41,1.0,14.0,230.0,1.0,10,70.0,13,1,40.0,2
36388,10092702,100927,1,39,0.0,14.0,160.0,1.0,20,40.0,13,1,70.0,2
36391,10093401,100934,0,35,1.0,16.0,295.0,1.0,10,48.0,13,0,0.0,2
36392,10094302,100943,1,42,1.0,12.0,85.0,1.0,20,48.0,13,0,0.0,2
36393,10094401,100944,1,32,1.0,12.0,200.0,0.0,10,60.0,13,0,0.0,0
36395,10094601,100946,0,55,0.0,12.0,100.0,1.0,10,50.0,13,0,0.0,0
36396,10094701,100947,1,59,0.0,0.0,65.0,0.0,10,40.0,13,0,0.0,0
36397,10094801,100948,0,68,0.0,6.0,100.0,1.0,10,44.0,13,0,0.0,0
36398,10094901,100949,1,67,0.0,0.0,80.0,0.0,10,45.0,13,0,0.0,0
36400,10095702,100957,1,49,1.0,9.0,150.0,1.0,20,84.0,13,0,0.0,1
36401,10095901,100959,0,36,1.0,14.0,300.0,1.0,10,40.0,13,1,51.0,2
36402,10095903,100959,1,33,1.0,12.0,150.0,1.0,20,51.0,13,1,40.0,2
36403,10096101,100961,0,45,1.0,16.0,200.0,1.0,10,54.0,13,1,,1
36405,10096301,100963,0,42,1.0,16.0,360.0,1.0,10,40.0,13,0,0.0,2
36406,10096401,100964,0,56,1.0,16.0,400.0,1.0,10,42.0,13,0,0.0,0
36407,10096501,100965,0,59,1.0,14.0,120.0,1.0,10,40.0,13,0,0.0,0
36408,10096601,100966,0,48,1.0,9.0,250.0,1.0,10,58.0,13,1,58.0,0
36409,10096602,100966,1,44,1.0,9.0,200.0,1.0,20,58.0,13,1,58.0,0
36410,10096702,100967,1,53,0.0,9.0,100.0,1.0,20,40.0,13,0,0.0,0
36412,10097401,100974,0,69,0.0,9.0,80.0,1.0,10,32.0,13,1,40.0,0
36413,10097402,100974,1,71,0.0,9.0,70.0,1.0,20,40.0,13,1,32.0,0
36414,10097502,100975,1,36,1.0,12.0,145.0,1.0,20,44.0,13,0,0.0,3
36415,10097601,100976,1,50,1.0,12.0,150.0,1.0,10,44.0,13,0,0.0,2
36417,10098202,100982,1,45,0.0,16.0,15.0,1.0,20,7.0,13,1,,3
36418,10098401,100984,0,42,1.0,12.0,220.0,1.0,10,72.0,13,1,40.0,2
36419,10098402,100984,1,39,0.0,12.0,86.0,1.0,20,40.0,13,1,72.0,2
36420,10098501,100985,1,34,1.0,16.0,250.0,1.0,20,55.0,13,0,0.0,2
36421,10098701,100987,1,35,0.0,12.0,80.0,0.0,10,50.0,13,0,0.0,0
36422,10098801,100988,0,33,1.0,14.0,200.0,1.0,10,40.0,13,1,40.0,2
36423,10098802,100988,1,31,1.0,14.0,200.0,1.0,20,40.0,13,1,40.0,2
36424,10098903,110021,1,39,1.0,14.0,150.0,1.0,20,40.0,13,0,0.0,0
36425,10099201,100992,0,57,1.0,12.0,300.0,1.0,10,40.0,13,0,0.0,0
36426,10099401,100994,0,58,0.0,6.0,250.0,1.0,10,40.0,13,0,0.0,0
36427,10100001,101000,0,61,0.0,9.0,130.0,1.0,10,44.0,13,0,0.0,0
36430,10100801,101008,0,66,1.0,9.0,100.0,1.0,10,56.0,13,0,0.0,0
36431,10101101,101011,1,65,0.0,6.0,150.0,1.0,10,30.0,13,0,0.0,0
36435,10101402,101014,1,50,0.0,12.0,200.0,1.0,20,58.0,13,0,0.0,0
36436,10101403,110022,0,27,1.0,18.0,220.0,0.0,10,40.0,13,0,0.0,0
36437,10101501,101015,0,30,1.0,14.0,166.0,0.0,10,45.0,13,0,0.0,0
36438,10101801,101018,0,40,1.0,14.0,235.0,1.0,10,45.0,13,0,0.0,2
36439,10102101,101021,0,36,1.0,12.0,250.0,1.0,10,43.0,13,1,,2
36441,10102701,101027,1,49,0.0,9.0,80.0,0.0,10,60.0,13,0,0.0,0
36442,10102801,101028,0,47,0.0,12.0,400.0,1.0,10,50.0,13,0,0.0,1
36443,10102901,101029,0,39,0.0,12.0,400.0,1.0,10,60.0,13,0,0.0,2
36444,10103502,101035,1,54,0.0,9.0,60.0,1.0,20,56.0,13,0,0.0,0
36445,10103701,101037,0,42,1.0,12.0,400.0,1.0,10,50.0,13,1,37.5,1
36446,10103702,101037,1,42,0.0,12.0,99.0,1.0,20,37.5,13,1,50.0,1
36447,10104103,110023,0,23,1.0,14.0,150.0,0.0,10,55.0,13,0,0.0,0
36448,10104601,101046,0,44,0.0,6.0,180.0,1.0,10,74.0,13,1,42.0,0
36449,10104602,101046,1,44,0.0,12.0,110.0,1.0,20,42.0,13,1,74.0,0
36450,10104701,101047,0,32,1.0,18.0,230.0,1.0,10,60.0,13,1,45.0,0
36451,10104702,101047,1,31,0.0,16.0,140.0,1.0,20,45.0,13,1,60.0,0
36452,10105001,101050,0,37,1.0,14.0,250.0,1.0,10,40.0,13,0,0.0,3
36453,10105201,101052,0,59,0.0,16.0,250.0,1.0,10,40.0,13,1,44.0,0
36454,10105202,101052,1,55,1.0,16.0,150.0,1.0,20,44.0,13,1,40.0,0
36455,10105401,101054,0,37,1.0,14.0,240.0,1.0,10,80.0,13,0,0.0,1
36456,10105501,101055,0,34,0.0,14.0,500.0,1.0,10,44.0,13,0,0.0,1
36457,10105701,101057,0,33,1.0,14.0,175.0,1.0,10,53.0,13,1,72.0,0
36458,10105702,101057,1,33,1.0,9.0,150.0,1.0,20,72.0,13,1,53.0,0
36459,10105801,101058,0,35,1.0,12.0,175.0,0.0,10,60.0,13,0,0.0,0
36461,10106102,101061,1,37,1.0,12.0,162.0,0.0,10,65.0,13,0,0.0,1
36462,10106201,101062,0,41,1.0,14.0,300.0,1.0,10,40.0,13,1,40.0,2
36463,10106202,101062,1,38,1.0,14.0,100.0,1.0,20,40.0,13,1,40.0,2
36464,10106301,101063,0,34,1.0,12.0,240.0,1.0,10,60.0,13,0,0.0,2
36465,10106401,101064,0,44,1.0,12.0,300.0,1.0,10,40.0,13,0,0.0,1
36466,10106501,101065,0,48,1.0,12.0,280.0,1.0,10,50.0,13,0,0.0,1
36467,10106801,101068,0,62,0.0,9.0,100.0,1.0,10,60.0,13,0,0.0,0
36468,10106901,101069,0,47,1.0,12.0,200.0,1.0,10,70.0,13,1,40.0,2
36469,10106902,101069,1,44,0.0,12.0,60.0,1.0,20,40.0,13,1,70.0,2
36470,10107001,101070,0,41,1.0,12.0,150.0,1.0,10,70.0,13,0,0.0,3
36473,10107401,101074,0,66,1.0,6.0,150.0,1.0,10,53.0,13,0,0.0,0
36474,10107501,101075,0,34,1.0,16.0,220.0,1.0,10,60.0,13,0,0.0,0
36476,10108401,101084,0,45,1.0,12.0,550.0,0.0,10,43.0,13,0,0.0,1
36477,10108501,101085,1,45,1.0,16.0,400.0,1.0,10,40.0,13,0,0.0,3
36480,10109201,101092,0,41,1.0,12.0,180.0,1.0,10,52.0,13,0,0.0,2
36481,10109801,101098,0,64,0.0,9.0,165.0,1.0,10,72.0,13,0,0.0,0
36482,10110002,101100,1,63,0.0,14.0,120.0,1.0,20,42.0,13,0,0.0,0
