,ID,HHID,SEX,AGE,REGULAR,EDU,WAGE,MARRIAGE,STATUS,FULLTIME,YEAR,SPWK,SPWT,CHILDREN
35739,677405,6774,0,34,1.0,12.0,250.0,1.0,10,44.0,13,0,0.0,0
35740,677702,6777,0,34,1.0,12.0,290.0,1.0,10,72.0,13,1,40.0,2
35741,678204,6782,0,35,1.0,16.0,250.0,1.0,20,54.0,13,0,0.0,1
35742,678702,6787,0,32,1.0,12.0,240.0,1.0,10,72.0,13,0,0.0,2
35743,678802,6788,0,33,1.0,16.0,400.0,1.0,20,40.0,13,0,0.0,0
35744,679602,6796,0,35,1.0,14.0,280.0,1.0,10,60.0,13,0,0.0,1
35745,681002,6810,0,32,1.0,16.0,350.0,1.0,20,40.0,13,1,44.0,0
35746,681102,6811,1,33,1.0,16.0,600.0,1.0,20,52.0,13,1,,0
35747,681702,6817,0,41,1.0,16.0,180.0,1.0,20,56.0,13,0,0.0,2
35749,683901,6839,0,39,1.0,12.0,250.0,1.0,10,48.0,13,0,0.0,2
35750,684002,6840,1,31,1.0,14.0,190.0,1.0,20,55.0,13,1,55.0,2
35751,685002,6850,0,33,1.0,16.0,370.0,1.0,10,58.0,13,1,48.0,1
35752,685601,6856,0,33,1.0,18.0,240.0,1.0,10,46.0,13,0,0.0,0
35753,685802,6858,0,34,1.0,14.0,200.0,1.0,20,40.0,13,1,40.0,2
35754,686301,6863,0,32,0.0,12.0,270.0,1.0,10,60.0,13,0,0.0,1
35755,686802,6868,1,32,1.0,14.0,230.0,1.0,20,90.0,13,1,40.0,1
35756,687401,6874,0,35,1.0,18.0,280.0,1.0,10,40.0,13,1,44.0,1
35757,687602,6876,0,31,0.0,16.0,200.0,1.0,10,76.0,13,0,0.0,1
35759,687901,6879,0,31,1.0,14.0,250.0,1.0,10,40.0,13,0,0.0,1
35760,688002,6880,0,40,1.0,14.0,320.0,1.0,20,46.0,13,0,0.0,2
35761,688102,6881,0,35,1.0,16.0,230.0,1.0,10,40.0,13,0,0.0,1
35762,688202,6882,0,35,1.0,16.0,267.0,1.0,10,40.0,13,0,0.0,2
35763,688501,6885,0,30,1.0,14.0,120.0,1.0,10,50.0,13,0,0.0,2
35764,689002,6890,0,39,1.0,18.0,640.0,1.0,10,40.0,13,1,40.0,2
35765,689102,6891,1,35,1.0,12.0,100.0,1.0,20,40.0,13,1,40.0,0
35766,689202,6892,1,35,1.0,14.0,400.0,1.0,20,40.0,13,1,60.0,2
35767,689302,6893,1,36,1.0,12.0,250.0,1.0,20,40.0,13,1,66.0,2
35768,689501,6895,0,33,1.0,12.0,250.0,1.0,20,40.0,13,0,0.0,0
35769,689702,6897,1,30,1.0,16.0,225.0,1.0,20,47.0,13,0,0.0,0
35770,689801,6898,0,30,1.0,14.0,255.0,1.0,10,64.0,13,0,0.0,2
35771,690102,6901,0,32,1.0,16.0,370.0,1.0,20,44.0,13,0,0.0,1
35772,690302,6903,0,38,1.0,16.0,230.0,1.0,10,60.0,13,1,44.0,1
35774,690802,6908,1,34,0.0,16.0,200.0,1.0,20,50.0,13,1,45.0,1
35775,691001,6910,0,34,1.0,18.0,260.0,1.0,10,64.0,13,1,54.0,2
35776,691901,6919,0,32,1.0,16.0,215.0,1.0,10,42.0,13,0,0.0,2
35777,692001,6920,0,32,1.0,14.0,180.0,1.0,10,58.0,13,0,0.0,1
35778,692501,6925,0,39,1.0,12.0,270.0,1.0,10,50.0,13,0,0.0,2
35779,693001,6930,0,32,1.0,12.0,170.0,1.0,10,56.0,13,0,0.0,1
35780,693402,6934,0,31,0.0,12.0,150.0,1.0,10,40.0,13,1,54.0,1
35781,694902,6949,1,30,0.0,12.0,100.0,1.0,20,54.0,13,1,40.0,0
35782,695302,6953,0,28,1.0,12.0,200.0,1.0,20,50.0,13,0,0.0,1
35783,695502,6955,0,36,1.0,14.0,250.0,1.0,10,60.0,13,0,0.0,1
35784,696002,6960,0,36,1.0,16.0,200.0,1.0,10,40.0,13,1,20.0,2
35785,696502,6965,0,36,1.0,14.0,300.0,1.0,20,68.0,13,1,50.0,2
35786,696701,6967,0,29,1.0,12.0,250.0,1.0,10,50.0,13,1,45.0,1
35787,697002,6970,0,38,1.0,16.0,270.0,1.0,20,60.0,13,0,0.0,1
35788,697102,6971,0,37,1.0,16.0,390.0,1.0,10,70.0,13,0,0.0,2
35790,697902,6979,0,35,1.0,16.0,285.0,1.0,20,40.0,13,1,42.0,1
35792,698202,6982,0,36,1.0,16.0,496.0,1.0,20,70.0,13,0,0.0,2
35793,698302,6983,0,34,1.0,16.0,300.0,1.0,20,66.0,13,1,50.0,0
35794,699402,6994,0,36,0.0,16.0,200.0,1.0,20,50.0,13,0,0.0,2
35795,700202,7002,0,32,1.0,14.0,300.0,1.0,20,48.0,13,1,50.0,1
35796,703405,7034,1,27,1.0,16.0,200.0,1.0,20,44.0,13,1,44.0,3
35798,703902,7039,0,37,1.0,16.0,366.0,1.0,20,40.0,13,0,0.0,1
35800,705202,7052,1,34,1.0,16.0,240.0,1.0,20,44.0,13,1,50.0,2
35801,705802,7058,0,32,1.0,14.0,190.0,1.0,20,40.0,13,0,0.0,1
35802,708702,7087,0,34,1.0,16.0,250.0,1.0,20,50.0,13,1,50.0,0
35804,712102,7121,0,38,1.0,16.0,200.0,1.0,20,44.0,13,0,0.0,1
35805,712502,7125,1,29,1.0,14.0,170.0,1.0,20,54.0,13,0,0.0,0
35806,713401,7134,0,33,1.0,16.0,250.0,1.0,10,42.0,13,0,0.0,0
35808,713701,7137,0,30,0.0,12.0,200.0,1.0,10,50.0,13,1,46.0,2
35809,713901,7139,0,36,1.0,16.0,400.0,1.0,10,40.0,13,0,0.0,0
35810,714001,7140,0,27,1.0,14.0,160.0,1.0,20,40.0,13,0,0.0,2
35811,715202,7152,1,29,1.0,12.0,180.0,1.0,20,73.0,13,1,48.0,0
35812,715602,7156,0,42,1.0,16.0,350.0,1.0,10,60.0,13,0,0.0,1
35813,716502,7165,1,30,1.0,16.0,100.0,1.0,20,48.0,13,1,50.0,0
35814,716802,7168,1,30,0.0,16.0,130.0,1.0,20,12.0,13,1,45.0,1
35815,717302,7173,1,31,1.0,14.0,50.0,1.0,20,40.0,13,1,60.0,2
35816,717601,7176,0,37,1.0,12.0,210.0,1.0,10,72.0,13,1,,3
35817,717702,7177,0,36,1.0,16.0,330.0,1.0,10,40.0,13,1,40.0,1
35818,718002,7180,0,34,1.0,12.0,300.0,1.0,20,48.0,13,1,40.0,1
35819,718702,7187,1,32,0.0,16.0,60.0,1.0,20,30.0,13,1,48.0,0
35820,718801,7188,0,30,1.0,14.0,200.0,1.0,10,45.0,13,0,0.0,2
35821,719002,7190,0,38,1.0,16.0,316.0,1.0,20,70.0,13,0,0.0,1
35822,719202,7192,1,31,1.0,16.0,130.0,1.0,20,43.0,13,1,45.0,1
35823,719302,7193,1,31,1.0,16.0,150.0,1.0,20,40.0,13,1,44.0,0
35824,719402,7194,0,32,1.0,12.0,180.0,1.0,10,40.0,13,0,0.0,1
35825,719702,7197,0,32,1.0,16.0,250.0,1.0,10,40.0,13,0,0.0,1
35826,720202,7202,1,28,1.0,16.0,100.0,1.0,20,25.0,13,0,0.0,1
35827,720702,7207,0,35,1.0,14.0,320.0,1.0,10,40.0,13,0,0.0,1
35828,720902,7209,0,35,0.0,21.0,250.0,1.0,10,44.0,13,0,0.0,1
35829,721202,7212,0,40,1.0,12.0,445.0,1.0,20,70.0,13,1,40.0,1
35830,721301,7213,0,31,1.0,16.0,265.0,1.0,10,58.0,13,0,0.0,1
35831,721402,7214,1,31,0.0,18.0,215.0,1.0,20,20.0,13,1,40.0,0
35832,721602,7216,0,31,1.0,12.0,156.0,1.0,10,45.0,13,0,0.0,1
35833,722402,7224,1,34,0.0,12.0,28.0,1.0,20,10.0,13,1,60.0,2
35834,722501,7225,0,30,1.0,16.0,280.0,1.0,10,42.0,13,0,0.0,1
35835,722702,7227,0,31,1.0,16.0,400.0,1.0,20,60.0,13,1,40.0,1
35836,723002,7230,1,33,1.0,12.0,380.0,1.0,20,45.0,13,1,50.0,1
35837,723902,7239,1,29,1.0,16.0,250.0,1.0,20,42.0,13,1,,2
35838,724102,7241,1,34,1.0,12.0,96.0,1.0,20,65.0,13,0,0.0,2
35839,724201,7242,0,32,1.0,12.0,220.0,1.0,10,40.0,13,0,0.0,1
35840,724502,7245,0,32,1.0,16.0,220.0,1.0,20,54.0,13,0,0.0,2
35841,724802,7248,0,35,1.0,12.0,265.0,1.0,10,65.0,13,0,0.0,2
35842,725202,7252,0,34,1.0,18.0,270.0,1.0,10,55.0,13,1,,0
35843,726701,7267,0,36,1.0,16.0,325.0,1.0,10,48.0,13,0,0.0,1
35844,726802,7268,1,31,1.0,16.0,170.0,1.0,20,40.0,13,1,48.0,2
35845,726902,7269,0,29,0.0,12.0,150.0,1.0,10,60.0,13,0,0.0,2
35846,727002,7270,0,30,1.0,14.0,225.0,1.0,10,50.0,13,0,0.0,1
35847,727902,7279,0,33,1.0,16.0,300.0,1.0,20,55.0,13,0,0.0,0
35848,728002,7280,1,34,1.0,18.0,380.0,1.0,20,44.0,13,1,45.0,0
35849,728102,7281,1,29,1.0,16.0,150.0,1.0,20,40.0,13,1,40.0,1
35850,728202,7282,0,32,1.0,12.0,416.0,1.0,20,60.0,13,0,0.0,1
35851,730002,7300,0,35,1.0,16.0,270.0,1.0,20,40.0,13,0,0.0,2
35852,730502,7305,0,37,1.0,16.0,200.0,1.0,20,45.0,13,1,60.0,1
35853,732002,7320,0,36,1.0,18.0,385.0,1.0,10,75.0,13,0,0.0,2
35855,732902,7329,0,33,1.0,16.0,300.0,1.0,10,45.0,13,0,0.0,1
35857,738302,7383,1,27,1.0,16.0,180.0,1.0,20,40.0,13,1,51.0,0
35858,738802,7388,1,33,1.0,18.0,200.0,1.0,20,44.0,13,1,44.0,1
35859,740102,7401,0,33,1.0,16.0,205.0,1.0,10,44.0,13,0,0.0,2
35860,742202,7422,0,34,1.0,16.0,340.0,1.0,20,50.0,13,1,40.0,1
35862,743602,7436,0,30,1.0,14.0,200.0,1.0,20,44.0,13,1,40.0,1
35863,744502,7445,0,37,1.0,14.0,260.0,1.0,10,45.0,13,1,40.0,1
35864,744902,7449,0,30,1.0,16.0,180.0,1.0,10,40.0,13,0,0.0,1
35865,745002,7450,0,33,0.0,21.0,150.0,1.0,10,55.0,13,0,0.0,1
35866,745102,7451,0,32,1.0,16.0,258.0,1.0,10,40.0,13,1,40.0,1
35867,746902,7469,1,31,1.0,16.0,160.0,1.0,20,46.0,13,1,44.0,1
35868,747502,7475,0,36,1.0,18.0,420.0,1.0,10,40.0,13,1,5.0,1
35869,747802,7478,1,27,1.0,14.0,200.0,1.0,20,40.0,13,0,0.0,0
35870,747902,7479,1,27,1.0,12.0,95.0,1.0,20,30.0,13,0,0.0,1
35871,750402,7504,1,27,1.0,12.0,200.0,1.0,20,40.0,13,1,46.0,1
35872,750902,7509,0,30,1.0,16.0,458.0,1.0,10,54.0,13,1,50.0,1
35874,752602,7526,0,32,1.0,16.0,250.0,1.0,20,48.0,13,1,40.0,0
35875,756302,7563,0,34,1.0,16.0,250.0,1.0,10,50.0,13,0,0.0,1
35876,758402,7584,1,36,1.0,14.0,200.0,1.0,20,40.0,13,1,,1
35878,760202,7602,0,50,1.0,6.0,150.0,1.0,10,52.5,13,0,0.0,2
35879,760402,7604,0,41,1.0,16.0,300.0,1.0,20,40.0,13,0,0.0,1
35881,762402,7624,0,27,1.0,14.0,150.0,1.0,20,50.0,13,0,0.0,1
35882,762702,7627,0,33,0.0,16.0,470.0,1.0,20,56.0,13,1,42.0,1
35883,765202,7652,0,27,1.0,16.0,230.0,1.0,10,70.0,13,1,70.0,1
35884,765302,7653,0,35,1.0,16.0,320.0,1.0,10,57.0,13,1,40.0,0
35885,766302,7663,0,29,1.0,14.0,350.0,1.0,20,40.0,13,0,0.0,1
35886,766702,7667,0,35,1.0,16.0,250.0,1.0,10,45.0,13,1,,0
35887,767802,7678,0,31,1.0,16.0,233.0,1.0,10,50.0,13,0,0.0,0
35889,773702,7737,1,29,1.0,16.0,320.0,1.0,20,40.0,13,1,48.0,1
35890,774402,7744,0,27,1.0,12.0,275.0,1.0,20,56.0,13,0,0.0,0
35893,776502,7765,1,34,1.0,14.0,250.0,1.0,20,40.0,13,0,0.0,2
35894,777102,7771,0,29,1.0,14.0,200.0,1.0,20,40.0,13,1,,0
35895,777202,7772,1,28,0.0,16.0,110.0,1.0,20,60.0,13,1,66.0,0
35896,778102,7781,1,27,1.0,12.0,150.0,1.0,20,44.0,13,0,0.0,1
35897,778902,7789,0,30,1.0,16.0,190.0,1.0,10,54.0,13,1,,0
35898,779302,7793,1,33,1.0,14.0,400.0,1.0,20,40.0,13,0,0.0,0
35899,780102,7801,0,36,0.0,14.0,250.0,1.0,20,54.0,13,1,,0
35900,780502,7805,0,32,1.0,16.0,170.0,1.0,10,44.0,13,1,40.0,0
35901,780802,7808,0,36,1.0,16.0,211.0,1.0,10,40.0,13,0,0.0,0
35902,781202,7812,0,33,1.0,16.0,400.0,1.0,20,40.0,13,0,0.0,1
35903,781502,7815,1,42,1.0,21.0,370.0,1.0,20,40.0,13,0,0.0,0
35904,781602,7816,0,30,1.0,16.0,360.0,1.0,10,48.0,13,1,48.0,0
35906,783202,7832,0,32,1.0,12.0,200.0,1.0,10,50.0,13,0,0.0,1
35907,785302,7853,1,30,1.0,18.0,360.0,1.0,20,42.0,13,1,40.0,0
35908,785602,7856,0,31,1.0,16.0,200.0,1.0,10,44.0,13,1,40.0,1
35909,786502,7865,0,36,1.0,12.0,200.0,1.0,10,50.0,13,0,0.0,1
35910,787002,7870,1,25,0.0,16.0,120.0,1.0,20,40.0,13,1,50.0,0
35911,787302,7873,1,29,0.0,12.0,120.0,1.0,20,40.0,13,1,40.0,0
35912,788302,7883,1,27,1.0,12.0,170.0,1.0,20,46.0,13,1,50.0,0
35913,789602,7896,0,31,1.0,14.0,200.0,1.0,10,40.0,13,0,0.0,1
35914,789702,7897,0,30,1.0,16.0,240.0,1.0,10,57.0,13,1,57.0,0
35915,789902,7899,0,30,1.0,16.0,200.0,1.0,10,44.0,13,1,46.0,1
35916,790402,7904,1,36,1.0,14.0,180.0,1.0,20,44.0,13,1,,0
35918,790802,7908,0,29,1.0,16.0,215.0,1.0,20,48.0,13,0,0.0,0
35919,791702,7917,0,31,1.0,14.0,200.0,1.0,20,40.0,13,1,40.0,0
35921,798602,7986,0,33,1.0,16.0,180.0,1.0,20,40.0,13,1,55.0,0
35922,801402,8014,0,29,1.0,14.0,200.0,1.0,10,40.0,13,0,0.0,1
35923,802902,8029,1,28,1.0,16.0,190.0,1.0,20,40.0,13,1,45.0,0
35924,803702,8037,0,32,1.0,16.0,310.0,1.0,10,50.0,13,1,40.0,0
35926,805302,8053,0,31,1.0,16.0,253.0,1.0,10,44.0,13,0,0.0,0
35927,806002,8060,0,34,1.0,16.0,260.0,1.0,10,46.0,13,0,0.0,1
35928,806402,8064,1,26,1.0,16.0,380.0,1.0,20,42.0,13,1,50.0,0
35929,807502,8075,0,35,1.0,14.0,340.0,1.0,10,60.0,13,1,46.0,0
35930,808302,8083,0,30,1.0,14.0,250.0,1.0,20,54.0,13,0,0.0,1
35931,808802,8088,0,31,1.0,16.0,500.0,1.0,10,50.0,13,1,42.0,1
35932,808902,8089,0,30,1.0,14.0,270.0,1.0,10,43.0,13,0,0.0,0
35933,809702,8097,0,33,1.0,16.0,180.0,1.0,10,65.0,13,0,0.0,1
35934,809902,8099,0,36,1.0,16.0,430.0,1.0,10,40.0,13,1,43.0,0
35935,810402,8104,0,38,1.0,16.0,196.0,1.0,20,44.0,13,1,40.0,0
35937,811402,8114,0,22,1.0,12.0,135.0,1.0,10,50.0,13,0,0.0,0
35938,811602,8116,0,25,0.0,14.0,118.0,1.0,20,40.0,13,1,40.0,0
35939,812502,8125,0,28,1.0,16.0,130.0,1.0,10,44.0,13,0,0.0,0
35941,813602,8136,0,37,0.0,12.0,145.0,1.0,10,54.0,13,0,0.0,1
35942,815002,8150,0,31,1.0,12.0,270.0,1.0,10,50.0,13,0,0.0,0
35943,815102,8151,0,31,1.0,16.0,330.0,1.0,10,40.0,13,1,55.0,0
35944,815302,8153,1,27,1.0,16.0,145.0,1.0,20,40.0,13,1,50.0,0
35945,816302,8163,0,28,1.0,12.0,250.0,1.0,10,72.0,13,1,44.0,0
35946,10000101,100001,0,49,0.0,9.0,110.0,0.0,10,40.0,13,0,0.0,0
35947,10000204,110001,1,40,0.0,12.0,75.0,1.0,20,36.0,13,0,0.0,2
35949,10000401,100004,0,39,1.0,14.0,200.0,1.0,10,45.0,13,0,0.0,1
35951,10000602,100006,1,26,0.0,14.0,150.0,1.0,20,60.0,13,0,0.0,0
35952,10001101,100011,0,32,0.0,16.0,220.0,1.0,10,50.0,13,0,0.0,2
35953,10001201,100012,0,33,1.0,16.0,245.0,0.0,10,60.0,13,0,0.0,0
35954,10001801,100018,0,26,1.0,16.0,120.0,0.0,10,50.0,13,0,0.0,0
35955,10002402,100024,1,37,0.0,12.0,120.0,1.0,20,48.0,13,0,0.0,2
35956,10002501,100025,0,37,0.0,16.0,170.0,0.0,10,45.0,13,0,0.0,0
35957,10002601,100026,0,41,0.0,12.0,180.0,0.0,10,45.0,13,0,0.0,1
35959,10003001,100030,0,51,1.0,14.0,240.0,1.0,10,45.0,13,0,0.0,0
35960,10003101,100031,0,40,1.0,16.0,230.0,1.0,10,48.0,13,0,0.0,2
35961,10003901,100039,1,31,1.0,16.0,165.0,0.0,10,40.0,13,0,0.0,0
35962,10004001,100040,0,53,1.0,14.0,200.0,0.0,10,45.0,13,0,0.0,0
35963,10004101,100041,0,38,1.0,12.0,170.0,1.0,10,72.0,13,0,0.0,2
35964,10004202,100042,1,31,0.0,12.0,50.0,1.0,20,35.0,13,0,0.0,2
35966,10005102,100051,1,42,1.0,12.0,100.0,1.0,20,48.0,13,1,,1
35967,10005201,100052,0,34,0.0,14.0,150.0,0.0,10,50.0,13,0,0.0,1
35968,10005301,100053,0,50,1.0,14.0,650.0,1.0,10,40.0,13,1,48.0,0
35969,10005302,100053,1,50,0.0,12.0,90.0,1.0,20,48.0,13,1,40.0,0
35970,10005401,100054,0,51,1.0,18.0,470.0,1.0,10,84.0,13,0,0.0,0
35971,10005501,100055,0,48,1.0,14.0,385.0,1.0,10,64.0,13,1,72.0,2
35972,10005503,100055,1,44,1.0,14.0,190.0,1.0,20,72.0,13,1,64.0,2
35973,10005601,100056,0,67,0.0,9.0,76.0,0.0,10,84.0,13,0,0.0,0
35974,10006902,100069,1,54,0.0,9.0,30.0,1.0,20,48.0,13,0,0.0,0
35975,10007001,100070,0,39,1.0,14.0,180.0,1.0,10,40.0,13,1,40.0,2
35976,10007002,100070,1,34,1.0,14.0,140.0,1.0,20,40.0,13,1,40.0,2
35978,10007504,110002,1,29,0.0,12.0,80.0,1.0,20,40.0,13,1,45.0,1
35979,10007505,110002,0,38,1.0,12.0,200.0,1.0,10,45.0,13,1,40.0,1
35980,10008501,100085,0,81,0.0,9.0,59.0,1.0,10,14.0,13,0,0.0,0
35983,10009201,100092,1,60,0.0,6.0,85.0,0.0,10,55.0,13,0,0.0,0
35984,10009501,100095,1,73,0.0,0.0,20.0,0.0,10,9.0,13,0,0.0,0
35985,10009701,100097,1,47,0.0,12.0,140.0,0.0,10,72.0,13,0,0.0,0
35986,10010002,100100,1,53,1.0,9.0,220.0,1.0,20,40.0,13,0,0.0,0
35987,10010101,100101,0,47,1.0,16.0,250.0,1.0,10,44.0,13,1,80.0,2
35988,10010102,100101,1,43,0.0,12.0,130.0,1.0,20,80.0,13,1,44.0,2
35989,10011003,110003,1,33,0.0,12.0,100.0,0.0,10,46.0,13,0,0.0,0
35991,10011503,110004,0,47,0.0,16.0,80.0,0.0,10,30.0,13,0,0.0,1
35992,10012001,100120,1,65,0.0,6.0,45.0,0.0,10,20.0,13,0,0.0,0
35993,10012201,100122,0,56,1.0,6.0,100.0,1.0,10,84.0,13,1,56.0,0
35994,10012202,100122,1,45,1.0,9.0,140.0,1.0,20,56.0,13,1,84.0,0
35997,10013301,100133,0,40,1.0,14.0,300.0,1.0,10,66.0,13,0,0.0,2
35998,10013401,100134,1,54,0.0,12.0,130.0,1.0,10,44.0,13,0,0.0,0
36000,10014101,100141,0,45,1.0,12.0,190.0,1.0,10,44.0,13,1,40.0,1
36001,10014102,100141,1,42,1.0,12.0,70.0,1.0,20,40.0,13,1,44.0,1
36002,10014202,100142,1,61,1.0,12.0,60.0,1.0,20,40.0,13,0,0.0,0
36003,10014301,100143,0,50,1.0,12.0,130.0,1.0,10,48.0,13,0,0.0,1
36005,10015601,100156,0,49,0.0,12.0,180.0,1.0,10,40.0,13,1,76.0,3
36006,10015602,100156,1,49,0.0,12.0,140.0,1.0,20,76.0,13,1,40.0,3
36007,10015701,100157,0,33,1.0,12.0,140.0,0.0,10,60.0,13,0,0.0,0
36008,10015801,100158,0,39,1.0,12.0,200.0,0.0,10,48.0,13,0,0.0,0
36009,10015901,100159,0,40,0.0,12.0,180.0,1.0,10,80.0,13,1,21.0,1
36010,10015902,100159,1,42,0.0,9.0,36.0,1.0,20,21.0,13,1,80.0,1
36011,10016201,100162,0,45,1.0,18.0,480.0,1.0,10,45.0,13,0,0.0,2
36012,10016801,100168,0,58,0.0,12.0,100.0,1.0,10,35.0,13,0,0.0,0
36013,10016803,110007,1,28,0.0,18.0,170.0,0.0,10,40.0,13,0,0.0,0
36014,10017001,100170,0,64,1.0,12.0,100.0,1.0,10,66.0,13,0,0.0,0
36016,10017401,100174,0,38,1.0,12.0,160.0,1.0,10,44.0,13,1,40.0,2
36017,10017402,100174,1,34,1.0,14.0,350.0,1.0,20,40.0,13,1,44.0,2
36018,10017501,100175,0,70,0.0,9.0,100.0,1.0,10,72.0,13,0,0.0,0
36019,10018101,100181,1,63,0.0,12.0,80.0,0.0,10,48.0,13,0,0.0,0
36021,10019201,100192,0,68,0.0,16.0,103.0,0.0,10,48.0,13,0,0.0,0
36022,10019301,100193,0,43,0.0,12.0,90.0,1.0,10,21.0,13,0,0.0,1
36023,10020201,100202,0,62,0.0,9.0,100.0,1.0,10,24.0,13,1,48.0,0
36024,10020202,100202,1,63,1.0,6.0,80.0,1.0,20,48.0,13,1,24.0,0
36025,10020501,100205,0,34,1.0,16.0,250.0,0.0,10,53.0,13,0,0.0,0
36026,10020601,100206,0,28,1.0,12.0,110.0,0.0,10,40.0,13,0,0.0,0
36027,10020701,100207,1,40,1.0,14.0,282.0,0.0,10,35.0,13,0,0.0,0
36028,10021001,100210,0,40,0.0,12.0,150.0,0.0,10,60.0,13,0,0.0,0
36029,10021501,100215,0,41,0.0,12.0,320.0,0.0,10,60.0,13,0,0.0,0
36030,10021801,100218,1,71,0.0,0.0,60.0,0.0,10,50.0,13,0,0.0,0
36031,10021902,100219,1,58,1.0,6.0,65.0,1.0,20,40.0,13,0,0.0,0
36032,10022001,100220,0,36,1.0,16.0,400.0,1.0,10,45.0,13,1,40.0,1
36033,10022002,100220,1,34,1.0,16.0,300.0,1.0,20,40.0,13,1,45.0,1
36034,10022201,100222,0,46,1.0,12.0,300.0,1.0,10,50.0,13,1,48.0,3
36035,10022202,100222,1,43,1.0,12.0,80.0,1.0,20,48.0,13,1,50.0,3
36036,10022501,100225,0,51,1.0,12.0,150.0,1.0,10,40.0,13,0,0.0,1
36037,10022601,100226,0,39,1.0,16.0,200.0,1.0,10,52.0,13,1,3.0,2
36038,10022602,100226,1,37,0.0,21.0,24.0,1.0,20,3.0,13,1,52.0,2
36039,10022701,100227,0,38,1.0,14.0,350.0,0.0,10,56.0,13,0,0.0,1
36040,10023104,110008,1,30,1.0,16.0,190.0,1.0,20,44.0,13,1,46.0,1
36041,10023201,100232,0,53,0.0,6.0,120.0,1.0,10,35.0,13,1,55.0,0
36042,10023202,100232,1,51,0.0,6.0,70.0,1.0,20,55.0,13,1,35.0,0
36043,10024201,100242,0,38,1.0,12.0,200.0,0.0,10,48.0,13,0,0.0,1
36045,10024601,100246,0,55,1.0,16.0,130.0,0.0,10,45.0,13,0,0.0,1
36046,10025002,100250,1,53,0.0,9.0,130.0,0.0,10,66.0,13,0,0.0,0
36049,10026002,100260,1,52,1.0,6.0,80.0,1.0,20,44.0,13,0,0.0,0
36050,10026003,110009,0,31,1.0,16.0,150.0,1.0,10,54.0,13,1,43.0,0
36051,10026101,100261,0,42,1.0,14.0,200.0,1.0,10,60.0,13,0,0.0,2
36053,10027001,100270,0,35,1.0,16.0,200.0,1.0,10,58.0,13,1,48.0,0
36054,10027002,100270,1,29,1.0,12.0,155.0,1.0,20,48.0,13,1,58.0,0
36055,10027301,100273,0,31,0.0,16.0,200.0,0.0,10,60.0,13,0,0.0,0
36056,10027402,100274,1,42,0.0,16.0,200.0,1.0,20,40.0,13,0,0.0,3
36057,10027601,100276,0,37,1.0,16.0,250.0,1.0,10,48.0,13,0,0.0,2
36058,10027901,100279,0,38,1.0,16.0,180.0,1.0,10,46.0,13,0,0.0,2
36060,10028101,100281,0,41,1.0,16.0,300.0,1.0,10,56.0,13,0,0.0,2
36061,10028501,100285,0,49,1.0,12.0,350.0,1.0,10,48.0,13,1,25.0,2
36062,10028502,100285,1,45,0.0,12.0,40.0,1.0,20,25.0,13,1,48.0,2
36063,10028602,100286,1,41,0.0,12.0,100.0,1.0,20,53.0,13,0,0.0,1
36064,10029201,100292,0,31,1.0,14.0,250.0,1.0,10,59.0,13,0,0.0,1
36065,10029401,100294,0,54,0.0,9.0,160.0,1.0,10,40.0,13,1,,0
36069,10030501,100305,0,50,0.0,9.0,80.0,1.0,10,40.0,13,0,0.0,2
36070,10030601,100306,1,51,0.0,9.0,100.0,0.0,10,44.0,13,0,0.0,0
36071,10030701,100307,0,31,1.0,14.0,225.0,1.0,10,60.0,13,0,0.0,1
36073,10031301,100313,0,41,1.0,16.0,266.0,0.0,10,84.0,13,0,0.0,0
36074,10031401,100314,0,50,1.0,9.0,580.0,1.0,10,48.0,13,0,0.0,0
36075,10031501,100315,0,41,1.0,16.0,220.0,0.0,10,47.0,13,0,0.0,0
36076,10031601,100316,0,37,1.0,12.0,189.0,0.0,10,44.0,13,0,0.0,0
36077,10031701,100317,0,38,0.0,9.0,200.0,0.0,10,65.0,13,0,0.0,0
36080,10032501,100325,0,27,1.0,16.0,258.0,0.0,10,40.0,13,0,0.0,0
36083,10035201,100352,0,46,0.0,12.0,80.0,1.0,10,32.0,13,0,0.0,2
36084,10035301,100353,1,29,1.0,12.0,150.0,0.0,10,60.0,13,0,0.0,0
36085,10035401,100354,0,35,0.0,16.0,300.0,0.0,10,40.0,13,0,0.0,0
36086,10035601,100356,0,31,1.0,16.0,250.0,0.0,10,45.0,13,0,0.0,0
36087,10035901,100359,0,50,0.0,12.0,50.0,0.0,10,40.0,13,0,0.0,0
36088,10036001,100360,1,65,0.0,6.0,80.0,0.0,10,40.0,13,0,0.0,0
36092,10037501,100375,0,74,0.0,6.0,80.0,1.0,10,30.0,13,0,0.0,0
36093,10037902,100379,1,55,0.0,6.0,150.0,1.0,20,105.0,13,0,0.0,0
36094,10038101,100381,0,36,1.0,14.0,175.0,1.0,10,40.0,13,1,65.0,2
36095,10038102,100381,1,36,1.0,12.0,150.0,1.0,20,65.0,13,1,40.0,2
36097,10038301,100383,0,40,1.0,12.0,265.0,1.0,10,62.0,13,1,46.0,2
36098,10038302,100383,1,36,1.0,12.0,150.0,1.0,20,46.0,13,1,62.0,2
36100,10038602,100386,1,50,0.0,9.0,148.0,1.0,20,48.0,13,1,,0
36101,10038603,110010,0,29,1.0,12.0,154.0,0.0,10,55.0,13,0,0.0,0
